City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Mecca,SA,21.4267,39.8261,88.59,34,99,1.43,overcast clouds
459,Bereda,ES,43.2686,-7.5406,61.41,89,95,6.13,overcast clouds
460,Redmond,US,47.674,-122.1215,81.86,49,0,5.01,clear sky
461,College,US,64.8569,-147.8028,75.52,60,75,11.5,light rain
462,Sayyan,YE,15.1718,44.3244,61.16,70,100,8.05,overcast clouds
463,Phuket,TH,8.0,98.25,87.1,79,20,12.66,few clouds
464,Laguna,US,38.421,-121.4238,103.75,17,1,5.01,clear sky
465,Kabala,SL,9.5833,-11.55,69.53,99,100,3.0,moderate rain
466,Sarandi,BR,-23.4436,-51.8739,67.55,56,0,14.97,clear sky
467,Igrim,RU,63.1906,64.4162,55.89,66,6,6.02,clear sky
468,Puerto Escondido,MX,15.85,-97.0667,82.24,79,48,5.66,scattered clouds
469,Itoman,JP,26.1247,127.6694,81.37,94,75,33.38,shower rain
470,Davenda,RU,53.5556,119.317,74.14,58,16,0.72,light rain
471,Conceicao Da Barra,BR,-18.5933,-39.7322,66.88,87,18,4.56,few clouds
472,Bilgoraj,PL,50.5411,22.722,61.38,82,15,0.74,few clouds
473,Mananjary,MG,-21.2167,48.3333,63.32,92,15,5.64,few clouds
474,Manhay,BE,50.2929,5.676,61.09,77,94,5.55,overcast clouds
475,Tanete,ID,-3.9443,119.7848,82.94,64,99,12.84,overcast clouds
476,Tura,IN,25.5198,90.2201,76.84,92,84,8.23,broken clouds
477,Maceio,BR,-9.6658,-35.7353,72.84,83,75,1.14,broken clouds
478,Norman Wells,CA,65.282,-126.8329,59.04,77,90,9.22,overcast clouds
479,Novosemeykino,RU,53.3833,50.3667,54.55,88,0,6.71,clear sky
480,Ormara,PK,25.2088,64.6357,82.45,80,100,4.56,overcast clouds
481,Carutapera,BR,-1.195,-46.02,74.71,91,7,5.88,clear sky
482,San Juan,AR,-31.5375,-68.5364,57.94,31,2,15.12,clear sky
483,Vostok,RU,46.4856,135.8833,89.73,45,100,3.6,overcast clouds
484,Charters Towers,AU,-20.1,146.2667,76.69,29,4,7.43,clear sky
485,Caravelas,BR,-17.7125,-39.2481,69.93,73,61,8.16,broken clouds
486,Bangsund,NO,64.3968,11.3949,51.91,93,99,2.04,overcast clouds
487,Balaipungut,ID,1.05,101.2833,79.21,80,100,4.16,overcast clouds
488,Grand Gaube,MU,-20.0064,57.6608,68.38,76,39,5.01,scattered clouds
489,Lompoc,US,34.6391,-120.4579,78.94,80,90,12.66,overcast clouds
490,Lundazi,ZM,-12.2929,33.1782,58.71,80,85,14.56,overcast clouds
491,Muzhi,RU,65.3667,64.6667,55.69,69,74,9.01,broken clouds
492,Barentu,ER,15.1139,37.5928,67.41,88,100,6.31,overcast clouds
493,Uray,RU,60.1247,64.7758,59.05,69,99,3.6,overcast clouds
494,Kathmandu,NP,27.7167,85.3167,73.62,100,75,0.0,broken clouds
495,Dumai,ID,1.6833,101.45,83.12,68,77,3.87,broken clouds
496,Adre,TD,13.4667,22.2,74.39,76,94,4.79,overcast clouds
497,Chara,RU,56.9064,118.2631,64.42,69,100,3.69,overcast clouds
498,Beringovskiy,RU,63.05,179.3167,52.68,87,100,7.52,overcast clouds
499,Olga,RU,43.7444,135.2892,86.83,62,32,5.68,scattered clouds
500,Bilma,NE,18.6853,12.9164,87.69,44,3,13.76,clear sky
501,Cam Ranh,VN,11.9214,109.1591,85.96,62,40,1.14,scattered clouds
502,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,93,0,14.97,clear sky
503,Alingsas,SE,57.9303,12.5335,57.51,71,17,2.84,few clouds
504,Arman,RU,59.7,150.1667,61.43,79,57,5.1,broken clouds
505,San Antonio,US,29.4241,-98.4936,88.79,64,1,10.36,clear sky
506,Callander,GB,56.2441,-4.2164,58.59,98,99,2.82,overcast clouds
507,Armizonskoye,RU,55.9461,67.6736,68.2,86,91,3.4,overcast clouds
508,Ferndale,US,42.4606,-83.1347,73.0,79,75,4.61,broken clouds
509,Coahuayana,MX,18.7333,-103.6833,80.31,92,47,1.63,scattered clouds
510,San Rafael Del Sur,NI,11.8485,-86.4384,85.17,60,100,11.18,overcast clouds
511,Andra,RU,62.5147,65.8878,56.17,76,63,7.16,broken clouds
512,East Moline,US,41.5009,-90.4443,82.2,77,0,6.73,clear sky
513,Simao,CN,22.7886,100.9748,71.58,90,96,2.64,overcast clouds
514,Evensk,RU,61.95,159.2333,50.14,96,100,2.55,light rain
515,Bernay,FR,49.1667,0.6667,70.07,82,30,3.0,scattered clouds
516,Bowen,AU,-20.0167,148.2333,79.02,61,6,9.4,clear sky
517,Tevaitoa,PF,-16.7833,-151.5,78.03,67,20,11.41,few clouds
518,Wattegama,LK,6.7989,81.4808,77.92,68,75,9.95,broken clouds
519,Abu Kamal,SY,34.4506,40.9171,85.66,44,0,11.83,clear sky
520,Sechura,PE,-5.5569,-80.8222,65.66,78,0,14.34,clear sky
521,Vagur,FO,61.4732,-6.8119,50.77,93,10,13.76,clear sky
522,Japura,ID,-0.3167,102.35,79.5,82,100,3.58,light rain
523,Boralday,KZ,43.3578,76.8594,76.86,36,0,2.24,clear sky
524,Richards Bay,ZA,-28.783,32.0377,56.05,57,100,14.45,light rain
525,Zhangye,CN,38.9342,100.4517,91.02,25,10,1.81,clear sky
526,Ancud,CL,-41.8697,-73.8203,38.73,80,0,7.76,clear sky
527,Katangli,RU,51.7102,143.2326,69.08,82,90,9.26,overcast clouds
528,Shaunavon,CA,49.6501,-108.4181,77.16,16,7,7.29,clear sky
529,Karratha,AU,-20.7377,116.8463,76.91,33,0,18.12,clear sky
530,Champerico,GT,14.3,-91.9167,83.73,80,47,6.33,scattered clouds
531,Silver City,US,32.7701,-108.2803,72.03,62,100,4.0,overcast clouds
532,Yumen,CN,40.2833,97.2,81.12,35,91,2.51,overcast clouds
533,Trinidad,BO,-14.8333,-64.9,72.84,54,0,2.84,clear sky
534,Bintulu,MY,3.1667,113.0333,82.81,78,20,3.44,few clouds
535,Pio Ix,BR,-6.8375,-40.5792,69.91,58,0,12.46,clear sky
536,Aklavik,CA,68.2191,-135.0107,67.03,31,37,4.54,scattered clouds
537,Ola,RU,59.5833,151.2833,55.45,84,99,1.99,overcast clouds
538,Shizuishan,CN,39.2333,106.7694,80.94,51,3,15.05,clear sky
539,Vallenar,CL,-28.5708,-70.7581,54.72,72,0,1.59,clear sky
540,Haines Junction,CA,60.7522,-137.5108,67.95,40,28,12.66,scattered clouds
541,Buinsk,RU,54.95,48.2833,58.89,83,20,7.85,few clouds
542,Yenagoa,NG,4.9247,6.2642,74.08,90,100,3.69,overcast clouds
543,Marsa Matruh,EG,31.3525,27.2453,77.2,69,0,11.5,clear sky
544,Natori,JP,38.1691,140.8823,86.85,69,40,11.5,scattered clouds
545,Mnogovershinnyy,RU,53.9353,139.9242,74.26,83,100,2.86,light rain
546,San Andres,CO,12.5847,-81.7006,82.42,83,75,11.5,broken clouds
547,Taltal,CL,-25.4,-70.4833,56.62,81,99,4.76,overcast clouds
548,Visby,SE,57.6409,18.296,53.85,93,1,2.3,clear sky
549,Diamantino,BR,-14.4086,-56.4461,72.48,44,0,5.93,clear sky
550,Barbastro,ES,42.0356,0.1269,76.78,43,100,2.98,overcast clouds
551,Ulaanbaatar,MN,47.9077,106.8832,68.13,60,0,2.24,clear sky
552,Kavaratti,IN,10.5669,72.642,82.02,82,100,20.13,overcast clouds
553,Kemijarvi,FI,66.7131,27.4306,43.0,89,71,4.34,broken clouds
554,Kyshtovka,RU,56.555,76.6271,71.31,71,24,5.53,few clouds
555,Rocha,UY,-34.4833,-54.3333,58.6,86,40,5.32,scattered clouds
556,Batemans Bay,AU,-35.7167,150.1833,60.91,53,92,11.72,overcast clouds
557,Dukat,RU,62.55,155.55,49.05,92,100,2.3,light rain
558,Avera,US,33.194,-82.5271,84.07,67,11,3.83,few clouds
559,Takhtamygda,RU,54.1,123.5667,72.95,81,72,6.69,light rain
560,Kurchum,KZ,48.5722,83.6542,73.71,57,51,4.09,broken clouds
561,Nabire,ID,-3.3667,135.4833,77.61,85,100,1.88,light rain
562,Okato,NZ,-39.2,173.8833,59.41,73,17,4.29,few clouds
563,Winnemucca,US,40.973,-117.7357,98.65,9,1,5.75,clear sky
564,Tomigusuku,JP,26.185,127.675,81.14,94,75,33.38,shower rain
565,Vila Velha,BR,-20.3297,-40.2925,64.35,82,75,2.3,broken clouds
566,Yangambi,CD,0.8102,24.4336,70.83,90,91,2.57,overcast clouds
567,Praia,CV,14.9215,-23.5087,75.74,73,75,11.5,broken clouds
568,Yulara,AU,-25.2406,130.9889,60.64,36,91,10.36,overcast clouds
569,Cananeia,BR,-25.0147,-47.9267,60.28,93,9,1.81,clear sky
570,Fairbanks,US,64.8378,-147.7164,75.54,63,75,4.61,light rain
571,Artyom,AZ,40.4723,50.333,80.74,78,7,28.23,clear sky
572,Chicama,PE,-7.8447,-79.1469,64.94,86,72,9.01,broken clouds
573,Peskovka,RU,59.0448,52.3606,53.76,98,99,6.04,light rain
574,Taksimo,RU,56.3444,114.8794,61.32,91,100,4.59,moderate rain
575,Alta Floresta,BR,-9.8756,-56.0861,73.24,43,27,4.38,scattered clouds
576,Nueva Concepcion,GT,14.2,-91.3,83.16,88,65,5.41,broken clouds
577,Soe,ID,-9.8607,124.284,80.74,26,91,6.35,overcast clouds
578,Bud,US,39.447,-86.1758,77.02,86,22,5.01,few clouds
579,Ust-Nera,RU,64.5667,143.2,68.29,63,100,2.73,overcast clouds
580,Estelle,US,29.8458,-90.1067,89.01,68,20,4.61,few clouds
581,Hasanabad,IR,36.5465,61.0543,77.22,31,0,2.3,clear sky
582,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.49,80,42,10.22,scattered clouds
583,Aksehir,TR,38.3575,31.4164,60.73,79,0,5.08,clear sky
584,Farafangana,MG,-22.8167,47.8333,66.42,88,92,12.08,light rain
585,Polunochnoye,RU,60.8697,60.4153,56.21,66,92,4.45,overcast clouds
586,Tazovskiy,RU,67.4667,78.7,50.45,81,100,22.64,overcast clouds
587,Las Vegas,US,36.175,-115.1372,104.32,20,1,3.44,clear sky
588,Shieli,KZ,44.1667,66.75,86.77,26,0,4.63,clear sky
589,Meulaboh,ID,4.1363,96.1285,80.98,75,91,4.05,overcast clouds
590,Lahan,NP,26.7296,86.4951,84.18,76,0,14.61,clear sky
591,De Aar,ZA,-30.6497,24.0123,27.21,81,5,8.97,clear sky
592,Dale,US,38.1689,-86.99,80.37,78,1,4.61,clear sky
593,Shelburne,CA,44.0787,-80.2041,68.56,79,98,2.91,overcast clouds
594,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,2.3,broken clouds
595,Santa Lucia,ES,27.9117,-15.5407,65.52,68,20,28.77,few clouds
596,Kindu,CD,-2.95,25.95,78.42,36,100,1.61,overcast clouds
597,Birjand,IR,32.8663,59.2211,70.27,19,0,6.91,clear sky
598,San Cristobal,VE,7.7669,-72.225,77.18,99,76,3.11,broken clouds
599,Songjianghe,CN,42.1859,127.479,86.14,43,100,4.47,overcast clouds
600,Trelew,AR,-43.249,-65.3051,45.18,38,40,9.33,scattered clouds
601,Hokitika,NZ,-42.7167,170.9667,52.09,72,0,3.15,clear sky
602,Capreol,CA,46.706,-80.9225,66.67,65,75,10.36,broken clouds
603,Adrar,MR,20.5022,-10.0711,88.32,21,40,13.98,scattered clouds
604,Yaring,TH,6.8662,101.3689,78.84,71,100,6.02,overcast clouds
605,Fare,PF,-16.7,-151.0167,77.83,66,8,10.98,clear sky
606,Joinville,BR,-26.3044,-48.8456,58.95,96,40,1.14,scattered clouds
607,Jardim,BR,-21.4803,-56.1381,69.58,43,0,3.89,clear sky
608,Socoltenango,MX,16.2167,-92.25,66.33,65,100,11.65,overcast clouds
609,Fensmark,DK,55.2792,11.8038,64.26,90,0,4.85,clear sky
610,Nong Phai,TH,15.9903,101.0618,74.32,96,100,6.91,moderate rain
611,Belize,BZ,17.25,-88.75,83.25,98,86,2.89,overcast clouds
612,Clyde River,CA,70.4692,-68.5914,35.83,87,75,6.91,broken clouds
613,Tuatapere,NZ,-46.1333,167.6833,56.82,66,87,5.14,overcast clouds
614,Jasa Tomic,RS,45.4469,20.8553,61.12,58,20,1.54,light rain
615,Lindlar,DE,51.0196,7.3776,63.68,79,91,5.95,overcast clouds
616,Clifton,US,40.8584,-74.1638,75.63,71,1,1.01,clear sky
617,Abu Dhabi,AE,24.4667,54.3667,98.71,32,0,4.61,dust
618,San Francisco,US,37.7749,-122.4194,88.81,81,20,5.01,few clouds
619,Cozumel,MX,20.5083,-86.9458,84.11,91,79,8.01,broken clouds
620,Penzance,GB,50.1186,-5.5371,62.76,91,100,16.6,overcast clouds
621,Kysyl-Syr,RU,63.8986,122.7617,65.93,68,100,5.21,overcast clouds
622,Nichinan,JP,31.6,131.3667,83.35,85,100,14.74,overcast clouds
623,Tankhoy,RU,51.5528,105.1306,64.56,68,98,4.25,overcast clouds
624,Krasnoarmeysk,RU,51.0239,45.6969,64.29,64,0,7.99,clear sky
625,Elva,EE,58.2225,26.4211,52.95,93,6,6.91,clear sky
626,Helong,CN,42.5397,128.9972,90.52,50,80,3.36,broken clouds
627,Fomboni,KM,-12.28,43.7425,77.34,72,2,23.29,light rain
628,Port Macquarie,AU,-31.4333,152.9167,68.9,46,5,14.29,clear sky
629,Chhatapur,IN,26.2167,87.0167,83.28,80,19,20.38,few clouds
630,Oksfjord,NO,70.2396,22.3479,48.99,95,100,9.55,light rain
631,Nemuro,JP,43.3236,145.575,79.23,91,87,12.62,overcast clouds
632,Fuerte,PH,17.5381,120.3644,80.44,90,100,17.94,moderate rain
633,Cleethorpes,GB,53.5605,-0.0323,61.05,88,96,9.19,overcast clouds
634,Asau,RO,46.4333,26.4,62.76,89,97,2.26,overcast clouds
635,Oyama,JP,36.3,139.8,92.82,59,28,3.67,scattered clouds
636,Mudanya,TR,40.3753,28.8822,71.69,78,0,8.39,clear sky
637,Mendi,PG,-6.1761,143.6513,66.45,75,96,4.09,overcast clouds
638,Changde,CN,29.0464,111.6783,81.64,85,100,12.55,moderate rain
639,Broken Hill,AU,-31.95,141.4333,55.11,54,2,23.02,clear sky
640,Ligayan,PH,4.6533,119.4706,84.27,78,24,17.05,few clouds
641,Nagato,JP,34.3833,131.2,84.65,66,100,4.45,overcast clouds
642,Palmer,US,42.1584,-72.3287,67.03,83,40,0.0,scattered clouds
643,Port-Cartier,CA,50.0334,-66.8654,62.74,84,67,3.13,broken clouds
644,Umm Lajj,SA,25.0213,37.2685,84.25,53,0,4.76,clear sky
645,Palu,ID,-0.8917,119.8707,87.69,65,99,0.4,overcast clouds
646,Anadyr,RU,64.75,177.4833,55.9,87,90,11.01,light rain
647,Mantua,IT,45.1667,10.7833,76.69,80,100,1.99,overcast clouds
648,Carndonagh,IE,55.25,-7.2667,62.46,93,76,3.83,broken clouds
649,Tarauaca,BR,-8.1614,-70.7656,71.89,61,17,0.78,few clouds
650,Cordoba,AR,-31.4135,-64.1811,63.75,42,0,5.01,clear sky
651,Nishihara,JP,26.1842,127.7558,80.65,94,90,33.38,light intensity shower rain
652,Opuwo,NA,-18.0607,13.84,50.92,12,0,9.24,clear sky
653,Boshan,CN,36.4833,117.8333,92.1,51,100,5.12,overcast clouds
654,Buchanan,LR,5.8808,-10.0467,75.99,84,100,9.53,light rain
655,Majene,ID,-3.5403,118.9707,81.82,74,97,13.62,overcast clouds
656,Cao Bang,VN,22.6667,106.25,88.34,64,6,3.96,clear sky
657,Flinders,AU,-34.5833,150.8552,63.37,62,86,14.43,overcast clouds
658,Tsiroanomandidy,MG,-18.7667,46.0333,54.41,76,12,1.25,few clouds
659,Umm Kaddadah,SD,13.6017,26.6876,83.89,53,98,10.22,overcast clouds
660,Caledon,ZA,-34.23,19.4265,46.17,67,0,3.89,clear sky
661,Honiara,SB,-9.4333,159.95,85.3,74,23,5.21,few clouds
662,Kieta,PG,-6.2167,155.6333,84.94,68,100,4.83,light rain
663,Acapulco,MX,16.8634,-99.8901,82.4,81,100,9.8,overcast clouds
664,Sisimiut,GL,66.9395,-53.6735,41.27,98,100,9.42,heavy intensity rain
665,Saint-Francois,FR,46.4154,3.9054,68.18,100,75,9.22,thunderstorm
666,Manta,EC,-0.95,-80.7333,73.18,83,90,9.22,overcast clouds
667,Pokaran,IN,26.9167,71.9167,85.05,58,97,4.09,overcast clouds
668,Mikkeli,FI,61.6886,27.2723,47.14,100,20,1.14,few clouds
669,Conde,BR,-7.2597,-34.9075,71.06,94,40,6.91,scattered clouds
670,Khasan,RU,42.4308,130.6434,81.73,73,35,4.85,scattered clouds
671,Taga,RO,46.95,24.05,59.31,78,47,1.99,scattered clouds
672,Cap Malheureux,MU,-19.9842,57.6142,68.47,76,35,3.0,scattered clouds
673,Waingapu,ID,-9.6567,120.2641,84.27,46,6,12.06,clear sky
674,Merauke,ID,-8.4667,140.3333,81.81,65,94,9.62,overcast clouds
675,Waitati,NZ,-45.75,170.5667,51.8,55,13,6.98,few clouds
676,Tsaratanana,MG,-16.7833,47.65,59.85,87,0,7.14,clear sky
677,Mahibadhoo,MV,3.7833,72.9667,82.35,76,74,9.98,broken clouds
678,Matias Romero,MX,16.8833,-95.0333,75.33,81,2,9.17,clear sky
679,Beloha,MG,-25.1667,45.05,62.91,55,100,9.86,overcast clouds
680,Baker City,US,44.7749,-117.8344,88.93,20,0,12.73,clear sky
681,Dunda,TZ,-8.1167,34.25,55.31,73,3,1.19,clear sky
682,Kasangulu,CD,-4.5911,15.1708,68.88,77,80,3.31,broken clouds
683,Carlisle,US,40.2015,-77.1889,72.79,74,75,1.25,broken clouds
684,Ojinaga,MX,29.5667,-104.4167,94.15,26,1,8.05,clear sky
685,Smithers,CA,54.7804,-127.1743,62.92,67,75,2.3,light rain
686,Mangai,CD,-4.05,19.5333,66.25,41,5,0.63,clear sky
687,Tawang,IN,27.5833,91.8667,65.21,73,27,4.03,scattered clouds
688,Redcar,GB,54.6166,-1.06,61.45,71,86,6.89,overcast clouds
